,comments,sentiments,clean_comments
674,"Those animation parts were very helpful and engaging. 
Waiting for part 2.",1,animation part helpful engage wait part 2
675,Cheers  to the people aside from Nepali bhedaa janta who are serious about our country,1,cheer people aside nepali bhedaa janta serious country
676,Absolutely needed when the sacrifices were going unheard and present way of life in Nepal is being taken for granted,1,absolutely need sacrifice go unheard present way life nepal take grant
677,"Thank you for the research and video. it's especially good for the new generation that can educate about our history.
I support this channel.",1,thank research video especially good new generation educate history support channel
678,Your explanation and video animation is amazing ️‍,1,explanation video animation amaze
679,Kudos to the team for relaying this information with amazing presentation..respect,1,kudos team relay information amazing presentationrespect
680,Great video. Even mobile addicted children can get information about history & martyrs. Keep up the good work,1,great video even mobile addict child get information history martyr keep good work
681,You are lightning  a change brother Expecting a lot from you,1,lightning change brother expecting lot
682,Thank you so much for providing such a deep information about our Great Martyrs..,1,thank much provide deep information great martyr
683,Editor did his part very well. Script is amazing as always.,1,editor part well script amazing always
684,Only channel were I get the brief knowledge about our history🇳🇵 Desperately waiting for further parts ,1,channel get brief knowledge history desperately wait part
685,I just love history I just want to listen history and love to do investigations on it . I start to imagine. Keep positing such videos it give a another level of vibes ,1,love history want listen history love investigation start imagine keep posit videos give another level vibe
686,thank for information sir. most of us don't know our own history but other countries. This info will help us alot.,1,thank information sir u dont know history country info help u alot
687,Wow! you did a great job. Love to listen more and share with my young friends.,1,wow great job love listen share young friend
688,A story that I've wanted to hear for a long time! eagerly waiting for the other parts...,1,story ive want hear long time eagerly wait part
689,Hello brother. can you make a video about Prem Prasad Acharya..i think his life journey and experiences are worth the effort for a video. We can learn so much from his success and failures in life and it also brings forth in light the corrupt government of nepal and also the system of lies and deception that is rampant in every aspect of the nepali business practices..,0,hello brother make video prem prasad acharyai think life journey experience worth effort video learn much success failure life also bring forth light corrupt government nepal also system lie deception rampant every aspect nepali business practice
690,"Can you provide source for the claim that Tribhuvan conspired to kill Juddha Shumsher?
Because Tribhuvan is known as quite a passive king and I had never heard of this incident .",0,provide source claim tribhuvan conspire kill juddha shumsher tribhuvan know quite passive king never hear incident
691,"Next level video...
We can clearly see your hard work",1,next level video clearly see hard work
692,Thank you for making this video. Very informative and necessary at the present moment.,1,thank make video informative necessary present moment
693,wow video is really interesting while learning about the history of our country. True brave people who are almost forgotten in today's time. We really are really ignorant of the sacrifice and bravery of these people,1,wow video really interesting learn history country true brave people almost forget todays time really really ignorant sacrifice bravery people
694,"I think we should not forget about ""Lakhan Singh Thapa Magar"" the first martyr of Nepal",0,think forget lakhan singh thapa magar first martyr nepal
695,"My great grandfather used to write against Rana regime in his days..As a result our family got exiled from Nepal and had to hefty amount of silver and gold and our lands got evicted by the regime.. We lost everything back then..
But I am proud my Great grandfather stood up to them..",0,great grandfather use write rana regime daysas result family get exiled nepal hefty amount silver gold land get evict regime lose everything back proud great grandfather stand
696,"Kudos To You Brother ️.
Such a great Video as the  martyrs are️.",1,kudos brother great video martyr be
697,"Great video brother
Your researches are amazing️",1,great video brother research amaze
698,"Great content...but more than that the quality of the video is absolutely good.
Really proud of The Nepali Comment.
Can't wait for more.",1,great content but quality video absolutely good really proud nepali comment cant wait
699,Great content.. thank you for all these informations .. how do you do your research ? Books ? Videos ?,1,great content thank information research book videos
700,Excellent information ; keep it up brother ..and best wishes .,1,excellent information keep brother best wish
701,Everything started with the first martyr of Nepal Lakhan Thapa who stepped first against Rana’s,1,everything start first martyr nepal lakhan thapa step first rana s
702,Goosebumps bro. Keep up the good work.,1,goosebump bro keep good work
703,"Nepal is a great nation, unfortunately, the downfall of the youth in regards to women being promiscuous and men being unambitious is taking place as we speak. The worst is yet to come. Jai Nepal🇳🇵️‍",0,nepal great nation unfortunately downfall youth regard woman promiscuous men unambitious take place speak bad yet come jai nepal
704,"Thanks for those Marty who contributed there life for our freedom ️.
2 part kaile auxa",1,thanks marty contribute life freedom 2 part kaile auxa
705,"Can we have a video on people like prem Acharya ,who work so hard to provide for their family and nation",1,video people like prem acharya work hard provide family nation
706,Inspirational and thrilling. Waiting fro next part.,1,inspirational thrill wait fro next part
707,Waiting for side 2 patiently ,1,wait side 2 patiently
708,"I was saying about your content was best all over Nepal when your subscriber were around 31k and now im saying you are the best
Thank you The Nepali Comments ",1,say content best nepal subscriber around 31k im say best thank nepali comment
709,"amazing work, this is more understandable  history education then school textbook. Wish If  Traditional Education System gets Replace with this kind of modern learning  way.",1,amazing work understandable history education school textbook wish traditional education system get replace kind modern learning way
710,Afno deshko esto in-depth knowledge haru interesting wayma present garnu huncha. Thank you so much. All the best ,1,afno deshko esto indepth knowledge haru interest wayma present garnu huncha thank much best
711,Top-notch content. A video on royal massacre within the next 2 to 3 videos please,0,topnotch content video royal massacre within next 2 3 video please
712,Great information waiting for next part,1,great information wait next part
713,We need part 2 asap,1,need part 2 asap
714,The best channel in Nepal 🇳🇵️ keep it up bruh  . Best of luck ahead ,1,best channel nepal keep bruh best luck ahead
715,waiting for part 2 ,1,wait part 2
716,"Great presentation! I hope this series will include martyr's of all regions and ethnicity impacting mainstream politics like C. Durgananda, the first Republican Martyr",1,great presentation hope series include martyrs region ethnicity impact mainstream politics like c durgananda first republican martyr
717,Thank you for the historical information️keep going,1,thank historical information keep go
